,mid_x,mid_y,mid_z,DTT_Mass_Recovery,MS_Actual,Al_pct,As_ppm,Au_ppm,Be_ppm,Ca_pct,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_ppm,Na_pct,P_ppm,Pb_ppm,S_pct,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Ac,Cb,Ch,Cp,Ep,FeOx_1_pct,He_s,Kspar,Lm,Mt,Py,ANDE_LOWER,ANDE_UPPER,ANLT,BX,Fe1_M1_100,Fe1_M1_200,Fe1_M1_220,Fe1_M1_221,Fe1_M1_222,Fe1_M1_302,Fe1_M1_304,Fe1_M1_306,Fe1_M1_400,Fe1_M1_502,Fe1_M1_504,Fe1_M1_506,Fe1_M1_508,Fe1_M1_602,Fe1_M1_604,Fe1_M1_606,Fe1_M1_802,Fe1_M1_804,Fe1_M1_806,Fe1_M1_808,Fe1_M1_902,Fe1_M1_904,Fe1_M1_906,Fe1_M1_908,in,out
433,-0.327376617,0.216042563,-0.972053254,-0.550753769,-0.432117933,1.380078921,0.018963338,0,0.039647577,0.241758242,0.051314143,-0.38581725,-1.687014402,2.455696203,1.37254902,1.050228311,0.126857143,0.414634146,0.042535446,-0.521564694,0,0.295620438,1.931034483,1.285202915,0.140401146,0.666666667,0,0.666666667,0,0.333333333,-0.527272727,-0.13,0,0,-0.325581395,0.0125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,-0.926164644,0.342396148,-0.622958224,-0.274572864,-0.167410548,1.750996396,0.031605563,0.356476349,0.348017621,0.214285714,0.025031289,0.578532385,-1.623284862,-0.53164557,0.496732026,-0.264840183,4.369142857,2.024390244,0.019182652,-0.377131394,0,0.204379562,2.931034483,3.012475642,0.140401146,0.333333333,0,0.666666667,0.02,0,-0.512727273,-0.2,0.333333333,0,-0.306976744,0.0025,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,0.117766348,0.665242015,-0.099656777,-0.038592965,-0.085132128,1.287349552,0.001264223,2.061021803,0.303964758,3.362637363,0.012515645,1.851690611,-1.402355789,1.35443038,0.320261438,0.255707763,1.552,2.268292683,0.005838198,-0.240722166,0,0.248175182,2.310344828,3.376112005,0.140401146,0.333333333,0,0.666666667,0.166666667,0,0,-0.2,0,0,0.348837209,0.0125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
445,0.12137767,0.665269066,-0.687708319,-0.096482412,-0.157412158,2.313168193,0.003792668,0,0.348017621,-0.148351648,0.027534418,-0.373433948,-1.555306686,0.088607595,0.745098039,-0.365296804,4.601142857,2.804878049,0.005838198,-0.802407222,0,0.160583942,3.655172414,4.489748369,0.140401146,0.333333333,0,0.666666667,0,0,-0.4,-0.2,0,0,-0.162790698,0.0075,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,0.123170265,0.664189899,-1.132343048,1.03638191,1.123881565,-0.213707103,0.001264223,0,0.392070485,0.659340659,0.035043805,-0.250955352,0.203628627,-0.189873418,-0.333333333,-0.219178082,0.706857143,0.195121951,0.005838198,-0.686058175,0,0.175182482,0.75862069,1.535202915,0.140401146,0.333333333,0,0.333333333,0,0,0.181818182,0.8,0.333333333,0,0.348837209,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
447,0.123233633,0.66414007,-1.146684832,0.936683417,0.918914563,-0.144160077,0.008849558,0,0.436123348,-0.06043956,0.028785982,-0.262758187,0.229120443,-0.772151899,0.019607843,-0.392694064,0.856,0.170731707,0.005838198,-0.722166499,0,0.098540146,0.827586207,1.989748369,0.140401146,0.666666667,0,0.333333333,0,0,0.636363636,2.3,0,0,0.581395349,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
448,0.123429984,0.663987733,-1.189709901,0.623115578,0.718821776,1.055526131,0.003792668,-0.984432742,0.568281938,0.357142857,0.026282854,-0.156726165,-0.552628585,-0.493670886,-0.078431373,-0.456621005,3.474285714,1.634146341,0.005838198,-0.706118355,0,0.178832117,2.103448276,3.694293824,0.140401146,0.666666667,0,0.333333333,0.006666667,0.333333333,0.545454545,1.8,0,0,0.581395349,0.0125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
449,0.512801317,0.462542391,0.37783979,-0.406030151,-0.418328486,1.014957032,0.029077118,0,0.392070485,0.098901099,0.046307885,-0.294683887,-0.922259918,-0.683544304,0.764705882,0.356164384,0.657142857,1.634146341,0.072560467,-0.802407222,0,0.178832117,2.103448276,1.807930187,0.140401146,0,0,0.333333333,0,0,-0.4,-0.2,0,0.4,-0.348837209,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
456,0.512454871,0.461162823,0.033624901,0.994974874,0.716947078,0.800520367,0.011378003,0,0.259911894,-0.39010989,0.026282854,-0.346732453,-0.510142224,-0.670886076,0.503267974,-0.200913242,1.916571429,1.12195122,0.072560467,-0.782347041,0,0.065693431,1.517241379,2.262475642,0.140401146,1,0,0,0,0,0.545454545,-0.2,0,0,1.046511628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
466,0.50856764,0.459787527,-0.539996046,0.430150754,0.478985388,1.246780453,0.013906448,-0.529887288,0.348017621,0.324175824,0.031289111,0.067721182,-0.620606761,0.506329114,1.333333333,0.091324201,1.817142857,0.780487805,0.022518766,-0.698094283,0,0.083941606,1.448275862,3.398839278,0.140401146,0.666666667,0,0.666666667,0.033333333,0,0.363636364,-0.2,0,0,0.813953488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
467,0.508363658,0.459754782,-0.554326488,0.253668342,0.379626384,1.495990632,0.003792668,-0.757160015,0.303964758,0.010989011,0.040050063,0.056111837,-0.739568569,0.53164557,1.124183007,0.02739726,2.165142857,0.390243902,0.015846539,-0.674022066,0,0.127737226,1.689655172,3.489748369,0.140401146,0.333333333,0,0.666666667,0.133333333,0,0.363636364,-0.2,0,0,0.813953488,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
468,0.507714244,0.459648004,-0.597312139,0.32160804,0.274310005,1.438034776,0.041719343,-0.370796378,0.259911894,0.065934066,0.042553191,-0.030958255,-0.799049474,0.721518987,1.045751634,-0.01826484,2.231428571,0.853658537,0.005838198,-0.710130391,0,0.135036496,1.517241379,3.194293824,0.140401146,0.333333333,0,1,0.033333333,0,-0.090909091,0.3,0,0,0.23255814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
469,0.50673411,0.459497091,-0.654607884,1.133668342,1.236988356,0.383238208,0.024020228,-0.461705469,0.568281938,-0.087912088,0.017521902,0.027088473,0.059175003,-0.405063291,0.581699346,-0.173515982,2.032571429,1.317073171,0.032527106,-0.702106319,0,0.065693431,2,4.353384733,0.140401146,0.333333333,0,0.666666667,0.066666667,0,0.545454545,1.3,0,0,0.697674419,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
470,0.506466065,0.459458651,-0.668927852,0.55879397,0.63175246,0.951205591,0.054361568,0,0.303964758,-0.258241758,0.080100125,-0.244570212,-0.433666776,-0.658227848,0.254901961,-0.465753425,3.540571429,1.902439024,0.039199333,-0.469408225,0,0.113138686,1.620689655,2.467021096,0.140401146,0.333333333,0,1,0.013333333,0,-0.181818182,-0.2,0.333333333,0,0.11627907,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
471,0.505897597,0.459384619,-0.69756201,0.566030151,0.690909603,0.67881307,0.008849558,-0.416250924,0.348017621,0.186813187,0.016270338,0.025153582,-0.433666776,0.025316456,0.836601307,-0.210045662,2.082285714,1.365853659,0.012510425,-0.665997994,0,0.083941606,1.620689655,3.557930187,0.140401146,0,0,0.666666667,0.033333333,0,-0.090909091,-0.2,0.666666667,0,0.23255814,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
472,0.504962331,0.459289231,-0.740497496,0.024120603,0.053095619,1.281553967,0.001264223,-0.529887288,0.171806167,-0.445054945,0.02252816,-0.133507474,-1.121945811,-0.101265823,0.91503268,-0.109589041,2.778285714,0.219512195,0.029190992,-0.738214644,0,0.054744526,1.310344828,1.921566551,0.140401146,0.333333333,0,0.666666667,0.033333333,0,0,1.1,0,0,0.046511628,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
473,0.503619562,0.459162521,-0.797724129,0.393969849,0.483651303,0.899045321,0.018963338,-0.825341833,0.392070485,0.10989011,0.027534418,-0.015479127,-0.603612217,0.189873418,1.08496732,0.082191781,1.618285714,1.048780488,0.035863219,-0.678034102,0,0.062043796,1.724137931,3.194293824,0.140401146,0.666666667,0,0.666666667,0,0,-0.090909091,0.3,0,0,0.23255814,0.0125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
474,0.501856108,0.459069981,-0.869240279,0.385929648,0.474402792,0.916432078,0.056890013,0,0.215859031,-0.236263736,0.042553191,-0.238959029,-0.748065842,1.17721519,0.522875817,-0.255707763,1.833714286,0.512195122,0.035863219,-0.67001003,0,0.186131387,0.931034483,1.694293824,0.140401146,0.333333333,0,1,0.013333333,0,-0.181818182,0.3,0.333333333,0,0,0.025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
475,0.50041181,0.45909276,-0.926446543,0.699497487,0.738610257,0.157210372,0.001264223,-0.575341833,0.480176211,-0.796703297,0.015018773,-0.133507474,-0.40817496,-0.734177215,0.267973856,-0.392694064,1.353142857,1.146341463,0.029190992,-0.714142427,0,0.054744526,2.068965517,2.671566551,0.140401146,1,0,0.333333333,0.033333333,0,0.363636364,1.3,0,0,0.465116279,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
476,0.498563016,0.459152555,-0.997943276,0.136683417,0.154662601,1.21200694,0.026548673,-0.711705469,0.215859031,-0.082417582,0.026282854,-0.148986601,-1.011481275,-0.341772152,0.823529412,0.00913242,1.982857143,0.536585366,0.035863219,-0.714142427,0,0.051094891,1.689655172,2.694293824,0.140401146,0.666666667,0,0.333333333,0.026666667,0,0.181818182,0.8,0,0,0.348837209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
477,0.497038698,0.459188148,-1.055129451,-0.594974874,-0.398789965,1.965433061,0.016434893,-1.279887288,0.039647577,-0.576923077,0.284105131,-0.094809655,-1.928336928,0.240506329,0.679738562,0.00913242,4.087428571,0.146341463,0.032527106,-0.734202608,0,0.113138686,1.310344828,0.535202915,0.140401146,0,0,1,0,0,-0.4,0.1,0.666666667,0,-0.23255814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,0.318466838,0.718245031,-0.182088569,0.675376884,0.338466343,1.936455133,0.006321113,-0.916250924,0.348017621,-0.027472527,0.028785982,-0.389300053,-1.130443083,-0.493670886,-0.137254902,-0.632876712,6.407428571,3.243902439,0.005838198,-0.802407222,0,0.149635036,3.482758621,3.603384733,0.140401146,0.333333333,0.333333333,0.666666667,0,0,0.181818182,-0.2,0,0,0.581395349,0.0075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
498,0.32087323,0.714616013,-1.171723287,1.107939698,1.301561294,-0.810652414,0.029077118,-0.393523651,0.392070485,0.637362637,0.008760951,0.152856383,0.331087708,-0.797468354,1.078431373,-0.365296804,0.292571429,1.292682927,0.005838198,-0.64994985,0,0.069343066,0.586206897,4.307930187,0.140401146,0.666666667,0,0.666666667,0.02,0,0.272727273,-0.2,0,0,0.697674419,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
499,0.320977997,0.714457982,-1.214750883,1.141708543,1.291771203,-0.028248366,0.036662453,-1.143523651,0.392070485,0.373626374,0.013767209,-0.110288782,0.161142267,-0.506329114,1.169934641,-0.374429224,1.485714286,1.170731707,0.005838198,-0.710130391,0,0.102189781,0.896551724,4.489748369,0.140401146,0.666666667,0,0.666666667,0.013333333,0,0.181818182,-0.2,0.333333333,0,0.581395349,0.0125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
500,0.409317906,0.599750283,0.184571485,-0.253266332,-0.284933295,1.252576039,0.016434893,-1.211705469,0.480176211,0.642857143,0.030037547,-0.369370677,-0.671590393,0.151898734,-0.222222222,-0.205479452,2.728571429,2.731707317,0.019182652,-0.794383149,0,0.189781022,2.896551724,3.148839278,0.140401146,0,0,0.333333333,0,0,-0.181818182,0.3,0.333333333,0.25,0,0.0025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,0.405935081,0.60168367,-0.173777272,0.613869347,0.504064684,0.83529388,0.006321113,-1.188978197,0.303964758,0.851648352,0.038798498,-0.362018091,-0.850033106,-0.594936709,0.065359477,-0.465753425,3.010285714,2.365853659,0.039199333,-0.774322969,0,0.116788321,2.034482759,1.876112005,0.140401146,0.666666667,0,0.666666667,0,0,0.090909091,-0.2,0.666666667,0,0.465116279,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
510,0.405665648,0.60183743,-0.202445386,0.55879397,0.308887772,1.327918651,0.011378003,-1.370796378,0.303964758,0.28021978,0.015018773,-0.365887873,-1.041221727,-0.620253165,0.346405229,-0.538812785,4.203428571,3.902439024,0.019182652,-0.790371113,0,0.124087591,3.724137931,3.557930187,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.454545455,-0.2,0,0,0.930232558,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
511,0.40499172,0.60222183,-0.27411567,0.586934673,0.5698041,0.313691181,0.018963338,-0.711705469,0.303964758,2.126373626,0.025031289,-0.007739564,-0.612109489,-0.658227848,-0.045751634,-0.246575342,2.446857143,2.170731707,0.04587156,-0.621865597,0,0.105839416,2.24137931,2.785202915,0.140401146,0.666666667,0,0.666666667,0,0,0.181818182,-0.2,0.333333333,0,0.581395349,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
512,0.404317791,0.60260623,-0.345785954,1.049246231,0.930995952,-0.839630342,0.001264223,-1.370796378,0.348017621,3.296703297,0.006257822,-0.346925942,0.076169547,-0.784810127,0.065359477,-0.082191781,0.209714286,-0.024390244,0.032527106,-0.778335005,0,0.083941606,0.344827586,1.853384733,0.140401146,0.666666667,0,0.666666667,0,0,0.454545455,-0.2,0,0,0.930232558,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
513,0.403778463,0.602915173,-0.403122181,0.759798995,0.33200905,0.893249735,0.001264223,-1.234432742,0.303964758,0.71978022,0.040050063,-0.34731292,-0.518639496,-0.202531646,0.54248366,-0.219178082,2.347428571,1.365853659,0.042535446,-0.762286861,0,0.153284672,1.75862069,3.035202915,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.363636364,-0.2,0.333333333,0,0.813953488,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
514,0.403643631,0.602992053,-0.417456238,1.073366834,0.874005127,0.6266528,0.008849558,-1.279887288,0.392070485,0.087912088,0.03379224,-0.320611426,-0.051289534,-0.253164557,0.202614379,-0.520547945,2.562857143,2.048780488,0.0558799,-0.774322969,0,0.105839416,2.551724138,3.376112005,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.454545455,-0.2,0.333333333,0,0.930232558,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
515,0.403104535,0.603299573,-0.474792465,0.385929648,0.30026416,1.762587567,0.021491783,-0.984432742,0.215859031,-0.192307692,0.062578223,-0.261597252,-0.773557658,-0.189873418,0.647058824,-0.337899543,3.872,1.024390244,0.035863219,-0.738214644,0,0.131386861,1.827586207,3.239748369,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.545454545,-0.2,0.333333333,0,1.046511628,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
516,0.402430606,0.603683972,-0.546462749,0.655276382,0.314636846,0.701995412,0.008849558,-1.211705469,0.436123348,0.846153846,0.018773467,-0.346538964,-0.603612217,-0.734177215,0.08496732,-0.652054795,3.424571429,2.536585366,0.019182652,-0.774322969,0,0.116788321,2.931034483,3.648839278,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
517,0.402295774,0.603760852,-0.560796806,0.100100503,0.007186343,1.409056849,0.018963338,-1.257160015,0.392070485,0.692307692,0.023779725,-0.344410584,-1.130443083,-0.025316456,0.496732026,-0.301369863,3.673142857,3.536585366,0.025854879,-0.786359077,0,0.204379562,3.75862069,4.694293824,0.140401146,0.666666667,0,0.666666667,0,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
518,0.40189151,0.603991492,-0.603798977,0.040201005,0.055178617,1.542355316,0.001264223,-1.279887288,0.392070485,1.153846154,0.038798498,-0.288105258,-1.189923988,0.278481013,0.68627451,-0.182648402,3.275428571,4,0.015846539,-0.774322969,0,0.164233577,2.862068966,2.967021096,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
519,0.401352182,0.604299012,-0.661135204,0.498492462,0.448157018,1.31632748,0.039190898,-1.279887288,0.259911894,-0.016483516,0.068836045,-0.301456005,-0.731071297,0.113924051,0.411764706,-0.164383562,3.142857143,0.926829268,0.029190992,-0.770310933,0,0.120437956,1.482758621,2.58065746,0.140401146,0.333333333,0,0.666666667,0.006666667,0,-0.272727273,-0.2,0.333333333,0,0,0.0075,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,0.401217581,0.604375892,-0.67546926,0.888442211,0.736527259,1.136664328,0.029077118,-1.348069106,0.348017621,-0.098901099,0.025031289,-0.308228124,-0.527136768,-0.341772152,0.058823529,-0.538812785,3.772571429,2.512195122,0.015846539,-0.782347041,0,0.175182482,3.103448276,3.785202915,0.140401146,0.666666667,0,0.666666667,0.013333333,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
521,0.400543653,0.604760291,-0.747139544,0.414070352,0.319427742,0.968592347,0.016434893,-1.211705469,0.348017621,0.230769231,0.031289111,-0.213418469,-0.748065842,-0.215189873,0.54248366,-0.164383562,2.877714286,2.170731707,0.022518766,-0.754262788,0,0.076642336,2.586206897,3.807930187,0.140401146,0.666666667,0,0.666666667,0,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
522,0.400004325,0.605069235,-0.804475771,0.655276382,0.535018034,0.817907123,0.006321113,-1.325341833,0.259911894,0.675824176,0.060075094,-0.290233638,-0.629104033,-0.493670886,0.163398693,-0.328767123,3.408,2.097560976,0.029190992,-0.754262788,0,0.142335766,2.75862069,3.694293824,0.140401146,0.666666667,0,0.666666667,0,0,0.636363636,-0.2,0.333333333,0,1.162790698,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
523,0.399330396,0.605453634,-0.876146055,0.530653266,0.399414865,1.467012704,0.001264223,-1.166250924,0.303964758,0.076923077,0.030037547,-0.315580709,-0.790552202,-0.455696203,0.405228758,-0.502283105,4.568,2.390243902,0.032527106,-0.770310933,0,0.109489051,2.586206897,4.148839278,0.140401146,0.666666667,0,0.666666667,0.006666667,0,-0.181818182,-0.2,0.333333333,0,0.11627907,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
524,0.3987913,0.605761154,-0.933482282,0.546733668,0.453572812,0.997570275,0.006321113,-1.029887288,0.303964758,-0.087912088,0.040050063,-0.260436318,-0.586617673,-0.46835443,0.39869281,-0.237442922,3.292,1,0.025854879,-0.702106319,0,0.072992701,1.482758621,2.876112005,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
525,0.398117371,0.606145554,-1.005152566,0.828140704,0.701532893,1.032343788,0.011378003,-1.188978197,0.303964758,-0.203296703,0.037546934,-0.300295071,-0.382683144,-0.303797468,0.209150327,-0.465753425,3.524,1.56097561,0.029190992,-0.758274824,0,0.116788321,2.206896552,3.671566551,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
526,0.397443443,0.606529953,-1.076822851,0.064321608,-0.252438526,2.678290082,0.011378003,-1.279887288,0.259911894,0.137362637,0.048811014,-0.325448653,-1.742246671,0.037974684,0.62745098,0.529680365,6.125714286,1.780487805,0.022518766,-0.778335005,0,0.576642336,2.344827586,3.239748369,0.140401146,0.333333333,0,0.666666667,0,0,-0.454545455,-0.2,0,0,-0.23255814,0.0025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527,0.231764108,0.842962782,0.054970175,0.301909548,0.193822963,1.072912887,0.001264223,-1.188978197,0.259911894,1.28021978,0.053817272,-0.0425676,-0.922259918,-0.569620253,1.14379085,0.073059361,2.761714286,2.12195122,0.04587156,-0.714142427,0,0.229927007,2.103448276,4.535202915,0.140401146,0.666666667,0,0.666666667,0.066666667,0,0,-0.2,0.333333333,0,0.348837209,0.005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
528,0.265039155,0.821963172,-1.0106486,0.371055276,0.409621555,1.130868743,0.046776233,-1.257160015,0.656387665,2.56043956,0.032540676,-0.28133314,-0.86702765,-0.810126582,-0.039215686,-0.264840183,3.64,1.756097561,0.049207673,-0.770310933,0,0.120437956,1.862068966,3.83065746,0.140401146,0.333333333,0,0.666666667,0.013333333,0,0.181818182,-0.2,0.333333333,0,0.581395349,0.005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
529,0.266831518,0.820696077,-1.067402352,0.737688442,0.794434603,0.701995412,0.024020228,-0.848069106,0.700440529,2.43956044,0.023779725,0.015479127,-0.552628585,-0.632911392,0,-0.01826484,2.297714286,2.146341463,0.062552127,-0.569709127,0,0.156934307,1.620689655,4.671566551,0.140401146,0.666666667,0,0.666666667,0.053333333,0,0.363636364,-0.2,0.333333333,0,0.813953488,0.005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
530,0.52571882,0.78088224,0.103348798,0.530653266,0.267436112,1.594515586,0.016434893,-1.143523651,0.348017621,-0.181318681,0.085106383,-0.216127316,-0.697082209,-0.658227848,0.437908497,-0.063926941,3.540571429,1.56097561,0.015846539,-0.746238716,0,0.091240876,1.827586207,2.785202915,0.140401146,0.666666667,0,0.666666667,0.013333333,0,0.636363636,-0.2,0,0,1.162790698,0.025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
531,0.52571882,0.78088224,0.089003409,0.703517588,0.540725448,1.42064802,0.006321113,-0.961705469,0.348017621,0.164835165,0.065081352,-0.255599091,-0.671590393,-0.746835443,0.013071895,-0.301369863,3.921714286,1.634146341,0.039199333,-0.758274824,0,0.109489051,1.965517241,2.694293824,0.140401146,0.666666667,0,0.666666667,0.013333333,0,0.545454545,-0.2,0,0,1.046511628,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
543,0.52571882,0.78088224,-0.728683738,0.008040201,-0.005103345,2.423284318,0.001264223,-0.688978197,0.259911894,0.307692308,0.042553191,-0.242248343,-1.211167168,-0.873417722,0.986928105,0.365296804,5.048571429,0.219512195,0.005838198,-0.645937813,0,0.145985401,0.827586207,1.807930187,0.140401146,0,0,0.333333333,0,0,-0.490909091,-0.2,0.333333333,0,-0.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,0.52571882,0.78088224,-0.771719903,0.277386935,0.131333023,2.156687383,0.024020228,-1.370796378,0.436123348,0.181318681,0.051314143,-0.339379867,-1.257902164,-0.658227848,0.666666667,-0.04109589,5.661714286,2.292682927,0.005838198,-0.778335005,0,0.288321168,3.482758621,4.103384733,0.140401146,0.333333333,0,0.666666667,0,0,-0.363636364,-0.2,0.333333333,0,-0.11627907,0.0025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
552,0.295880057,0.404170594,-0.343223148,-0.462311558,-0.323677058,2.347941706,0.008849558,-1.30261456,0.259911894,-0.626373626,0.136420526,0.015479127,-1.24090762,2.126582278,2.117647059,0.922374429,-0.486285714,0.634146341,0.005838198,-0.585757272,0,0.364963504,2.379310345,2.762475642,0.140401146,0.333333333,0,0.666666667,0.006666667,0,-0.536363636,-0.2,0.333333333,0,-0.337209302,0.0075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
